ocid,tender_id,lot,buyer_id,title,category_code,category_label,procurement_kind,procurement_method,publish_date,tender_period_days,estimate_value,quantity,unit,scope_metric_value,scope_metric_unit,n_bids_published,bids_published,status,award_id,awarded_vendor_id,awarded_value,award_date,emergency_declared,proprietary_certificate,framework_ref,reserved_for_mse,justification_note,scenario_truth
ocds-pgraph-T-0328,T-0328,1,B-038,Medical consumables supply - Guwahati (Jan 2024),medical_supplies,Medical consumables supply,goods,open,2024-01-08,21,7851129.94,13483,unit,13483,unit,3,1,complete,A-0328,V-0207,6427903.0,2024-03-12,0,0,,0,,competitive
ocds-pgraph-T-0329,T-0329,1,B-038,Medical consumables supply - Guwahati (Jun 2026),medical_supplies,Medical consumables supply,goods,open,2026-06-23,30,25016672.66,39026,unit,39026,unit,4,1,complete,A-0329,V-0200,20564513.24,2026-09-03,0,0,,0,,competitive
ocds-pgraph-T-0330,T-0330,1,B-038,Generic drug supply - Guwahati (Sep 2022),drugs_generic,Generic drug supply,goods,open,2022-09-10,14,12489894.83,524162,strip,524162,strip,3,1,complete,A-0330,V-0135,10669558.47,2022-10-29,0,0,,0,,competitive
ocds-pgraph-T-0331,T-0331,1,B-025,Medical consumables supply - Kollam (Feb 2026),medical_supplies,Medical consumables supply,goods,open,2026-02-10,7,,12775,unit,12775,unit,2,1,complete,A-0331,V-0054,7894423.49,2026-03-02,0,0,,0,,competitive
ocds-pgraph-T-0332,T-0332,1,B-025,Medical consumables supply - Kollam (Dec 2025),medical_supplies,Medical consumables supply,goods,open,2025-12-24,30,7444283.11,11401,unit,11401,unit,5,1,complete,A-0332,V-0068,6382648.78,2026-02-04,0,0,,0,,competitive
ocds-pgraph-T-0333,T-0333,1,B-025,Biomedical equipment servicing - Kollam (Jan 2023),biomedical_service,Biomedical equipment servicing,services,open,2023-01-22,10,1691016.74,1,year,1,year,1,1,complete,A-0333,V-S005,1773796.97,2023-02-25,0,0,,0,,single
ocds-pgraph-T-0334,T-0334,1,B-025,Ambulance procurement - Kollam (Aug 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-08-20,7,53411448.8,23,unit,23,unit,3,1,complete,A-0334,V-0138,46688082.18,2023-09-17,0,0,,0,,competitive
ocds-pgraph-T-0335,T-0335,1,B-025,Biomedical equipment servicing - Kollam (Aug 2024),biomedical_service,Biomedical equipment servicing,services,open,2024-08-14,30,8332176.93,5,year,5,year,5,1,complete,A-0335,V-0010,7680384.46,2024-10-13,0,0,,0,,competitive
ocds-pgraph-T-0336,T-0336,1,B-025,Biomedical equipment servicing - Kollam (Mar 2026),biomedical_service,Biomedical equipment servicing,services,open,2026-03-21,30,3953994.15,2,year,2,year,3,1,complete,A-0336,V-S005,3518712.62,2026-05-28,0,0,,0,,competitive
ocds-pgraph-T-0337,T-0337,1,B-025,Medical consumables supply - Kollam (Jan 2023),medical_supplies,Medical consumables supply,goods,open,2023-01-29,7,20212125.12,32256,unit,32256,unit,1,1,complete,A-0337,V-0068,15917993.19,2023-02-17,0,0,,0,,competitive
ocds-pgraph-T-0338,T-0338,1,B-025,Ambulance procurement - Kollam (Jun 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-06-06,7,12741726.69,5,unit,5,unit,4,1,complete,A-0338,V-0125,11269492.9,2026-07-23,0,0,,0,,competitive
ocds-pgraph-T-0339,T-0339,1,B-025,Medical consumables supply - Kollam (Feb 2025),medical_supplies,Medical consumables supply,goods,open,2025-02-07,21,,11060,unit,11060,unit,3,1,complete,A-0339,V-0068,6219143.77,2025-04-12,0,0,,0,,competitive
ocds-pgraph-T-0340,T-0340,1,B-025,Medical consumables supply - Kollam (Oct 2024),medical_supplies,Medical consumables supply,goods,open,2024-10-21,30,30311198.52,48267,unit,48267,unit,7,1,complete,A-0340,V-0105,23764544.19,2024-12-06,0,0,,0,,competitive
ocds-pgraph-T-0341,T-0341,1,B-025,Biomedical equipment servicing - Kollam (Oct 2022),biomedical_service,Biomedical equipment servicing,services,open,2022-10-23,10,5511882.43,3,year,3,year,1,1,complete,A-0341,V-S005,4542377.22,2022-12-05,0,0,,0,,competitive
ocds-pgraph-T-0342,T-0342,1,B-025,Ambulance procurement - Kollam (Sep 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-09-08,21,34239706.69,15,unit,15,unit,4,1,complete,A-0342,V-0001,29855430.29,2024-10-23,0,0,,0,,competitive
ocds-pgraph-T-0343,T-0343,1,B-025,Generic drug supply - Kollam (Oct 2024),drugs_generic,Generic drug supply,goods,open,2024-10-14,21,17628754.59,626927,strip,626927,strip,3,1,complete,A-0343,V-0099,14650153.91,2024-11-24,0,0,,0,,competitive
ocds-pgraph-T-0344,T-0344,1,B-025,Biomedical equipment servicing - Kollam (Nov 2024),biomedical_service,Biomedical equipment servicing,services,open,2024-11-01,21,3452069.9,2,year,2,year,6,1,complete,A-0344,V-0192,3167962.04,2024-12-20,0,0,,0,,competitive
ocds-pgraph-T-0345,T-0345,1,B-025,Biomedical equipment servicing - Kollam (Apr 2025),biomedical_service,Biomedical equipment servicing,services,open,2025-04-07,30,,5,year,5,year,3,1,complete,A-0345,V-S005,9445591.79,2025-05-18,0,0,,0,,competitive
ocds-pgraph-T-0346,T-0346,1,B-025,Ambulance procurement - Kollam (Oct 2022),ambulance_vehicle,Ambulance procurement,goods,open,2022-10-30,14,20636418.22,9,unit,9,unit,1,1,complete,A-0346,V-0172,20395994.66,2022-12-13,0,0,,0,,competitive
ocds-pgraph-T-0347,T-0347,1,B-025,Ambulance procurement - Kollam (Mar 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-03-30,21,8013098.7,3,unit,3,unit,7,1,complete,A-0347,V-0157,7836864.26,2026-05-01,0,0,,0,,competitive
ocds-pgraph-T-0348,T-0348,1,B-025,Generic drug supply - Kollam (Feb 2023),drugs_generic,Generic drug supply,goods,open,2023-02-14,14,18143318.38,663880,strip,663880,strip,4,1,complete,A-0348,V-S010,14657979.68,2023-03-29,0,0,,0,,competitive
ocds-pgraph-T-0349,T-0349,1,B-025,Biomedical equipment servicing - Kollam (Jan 2026),biomedical_service,Biomedical equipment servicing,services,open,2026-01-14,10,7867625.14,4,year,4,year,4,1,complete,A-0349,V-0236,6687078.1,2026-02-03,0,0,,0,,competitive
ocds-pgraph-T-0350,T-0350,1,B-025,Biomedical equipment servicing - Kollam (Oct 2025),biomedical_service,Biomedical equipment servicing,services,open,2025-10-23,7,,5,year,5,year,1,1,complete,A-0350,V-0010,12092058.22,2025-11-09,0,0,,0,,single
ocds-pgraph-T-0351,T-0351,1,B-025,Medical consumables supply - Kollam (Dec 2022),medical_supplies,Medical consumables supply,goods,open,2022-12-27,30,15415958.46,24883,unit,24883,unit,4,1,complete,A-0351,V-0110,12503617.4,2023-03-08,0,0,,0,,competitive
ocds-pgraph-T-0352,T-0352,1,B-025,Generic drug supply - Kollam (Jan 2026),drugs_generic,Generic drug supply,goods,open,2026-01-30,7,21421442.03,656307,strip,656307,strip,5,1,complete,A-0352,V-0099,18140597.67,2026-02-22,0,0,,0,,competitive
ocds-pgraph-T-0353,T-0353,1,B-025,Medical consumables supply - Kollam (Mar 2024),medical_supplies,Medical consumables supply,goods,open,2024-03-11,30,10218733.43,17452,unit,17452,unit,1,1,complete,A-0353,V-0172,8994962.09,2024-05-19,0,0,,0,,competitive
ocds-pgraph-T-0354,T-0354,1,B-025,Generic drug supply - Kollam (Nov 2023),drugs_generic,Generic drug supply,goods,open,2023-11-05,21,11019155.78,376103,strip,376103,strip,2,1,complete,A-0354,V-0223,10299252.81,2023-12-28,0,0,,0,,competitive
ocds-pgraph-T-0355,T-0355,1,B-025,Medical consumables supply - Kollam (Jan 2026),medical_supplies,Medical consumables supply,goods,open,2026-01-04,21,39309933.29,59948,unit,59948,unit,7,1,complete,A-0355,V-0172,34021310.72,2026-02-15,0,0,,0,,competitive
ocds-pgraph-T-0356,T-0356,1,B-025,Ambulance procurement - Kollam (Jun 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-06-27,10,44860369.81,17,unit,17,unit,4,1,complete,A-0356,V-0125,42454015.95,2026-08-06,0,0,,0,,competitive
ocds-pgraph-T-0357,T-0357,1,B-019,Solar street lighting - Bikaner (Mar 2024),solar_streetlight,Solar street lighting,goods,open,2024-03-24,21,11023956.88,786,unit,786,unit,5,1,complete,A-0357,V-0130,10499426.93,2024-05-19,0,0,,0,,competitive
ocds-pgraph-T-0358,T-0358,1,B-019,Road resurfacing works - Bikaner (Apr 2026),road_resurfacing,Road resurfacing works,works,open,2026-04-18,14,6355280.13,28953,sq.m,28953,sq.m,1,1,complete,A-0358,V-0230,5943444.3,2026-06-06,0,0,,0,,competitive
ocds-pgraph-T-0359,T-0359,1,B-019,Sanitation and waste services - Bikaner (Nov 2022),sanitation_services,Sanitation and waste services,services,open,2022-11-29,10,1827041.41,12,month,12,month,4,1,complete,A-0359,V-0192,1466983.84,2022-12-29,0,0,,0,,competitive
ocds-pgraph-T-0360,T-0360,1,B-019,Solar street lighting - Bikaner (Jul 2026),solar_streetlight,Solar street lighting,goods,open,2026-07-18,14,2672669.43,169,unit,169,unit,5,1,complete,A-0360,V-0114,2219943.04,2026-08-29,0,0,,0,,competitive
ocds-pgraph-T-0361,T-0361,1,B-019,Road resurfacing works - Bikaner (Mar 2025),road_resurfacing,Road resurfacing works,works,open,2025-03-21,21,9491822.91,40576,sq.m,40576,sq.m,2,1,complete,A-0361,V-0165,7567910.83,2025-05-03,0,0,,0,,competitive
ocds-pgraph-T-0362,T-0362,1,B-019,Road resurfacing works - Bikaner (Jul 2024),road_resurfacing,Road resurfacing works,works,open,2024-07-24,14,9720932.37,50227,sq.m,50227,sq.m,1,1,complete,A-0362,V-0230,9342394.76,2024-09-20,0,0,,0,,competitive
ocds-pgraph-T-0363,T-0363,1,B-019,Sanitation and waste services - Bikaner (Apr 2025),sanitation_services,Sanitation and waste services,services,open,2025-04-20,10,4377053.16,26,month,26,month,5,1,complete,A-0363,V-0174,3758059.72,2025-06-02,0,0,,0,,competitive
ocds-pgraph-T-0364,T-0364,1,B-019,Solar street lighting - Bikaner (May 2023),solar_streetlight,Solar street lighting,goods,open,2023-05-27,14,4132168.36,286,unit,286,unit,1,1,complete,A-0364,V-0090,4228362.23,2023-07-10,0,0,,0,,single
ocds-pgraph-T-0365,T-0365,1,B-019,Sanitation and waste services - Bikaner (Sep 2022),sanitation_services,Sanitation and waste services,services,open,2022-09-14,30,1607273.33,11,month,11,month,4,1,complete,A-0365,V-0102,1486983.98,2022-11-28,0,0,,0,,competitive
ocds-pgraph-T-0366,T-0366,1,B-019,Sanitation and waste services - Bikaner (Apr 2025),sanitation_services,Sanitation and waste services,services,open,2025-04-07,10,1916115.05,11,month,11,month,6,1,complete,A-0366,V-0041,1706228.65,2025-05-14,0,0,,0,,competitive
ocds-pgraph-T-0367,T-0367,1,B-019,Solar street lighting - Bikaner (Dec 2023),solar_streetlight,Solar street lighting,goods,open,2023-12-27,30,6261125.42,461,unit,461,unit,0,0,complete,A-0367,V-0221,5311720.97,2024-02-27,0,0,,0,,competitive
ocds-pgraph-T-0368,T-0368,1,B-019,Sanitation and waste services - Bikaner (Apr 2023),sanitation_services,Sanitation and waste services,services,open,2023-04-29,14,3048930.48,18,month,18,month,5,1,complete,A-0368,V-0088,2457693.75,2023-05-27,0,0,,0,,competitive
ocds-pgraph-T-0369,T-0369,1,B-019,Solar street lighting - Bikaner (Feb 2026),solar_streetlight,Solar street lighting,goods,open,2026-02-27,21,3334609.74,213,unit,213,unit,5,1,complete,A-0369,V-0219,2897042.12,2026-04-17,0,0,,0,,competitive
ocds-pgraph-T-0370,T-0370,1,B-019,Sanitation and waste services - Bikaner (Aug 2023),sanitation_services,Sanitation and waste services,services,open,2023-08-14,21,1435246.33,9,month,9,month,3,1,complete,A-0370,V-0134,1349918.56,2023-09-20,0,0,,0,,competitive
ocds-pgraph-T-0371,T-0371,1,B-010,Water supply pipeline works - Amravati (Mar 2026),water_pipeline,Water supply pipeline works,works,open,2026-03-08,21,,5862,metre,5862,metre,7,1,complete,A-0371,V-0208,14250911.04,2026-04-25,0,0,,0,,competitive
ocds-pgraph-T-0372,T-0372,1,B-010,Water supply pipeline works - Amravati (Jun 2026),water_pipeline,Water supply pipeline works,works,open,2026-06-19,14,10448013.08,3578,metre,3578,metre,5,1,complete,A-0372,V-0208,9032432.98,2026-08-03,0,0,,0,,competitive
ocds-pgraph-T-0373,T-0373,1,B-010,Water supply pipeline works - Amravati (Feb 2025),water_pipeline,Water supply pipeline works,works,open,2025-02-19,14,3266964.77,1134,metre,1134,metre,3,1,complete,A-0373,V-0144,2894712.95,2025-03-24,0,0,,0,,competitive
ocds-pgraph-T-0374,T-0374,1,B-010,Borewell drilling - Amravati (Mar 2025),borewell_drilling,Borewell drilling,works,open,2025-03-21,10,,1839,metre,1839,metre,2,1,complete,A-0374,V-0133,3308121.83,2025-04-16,0,0,,0,,competitive
ocds-pgraph-T-0375,T-0375,1,B-010,Water supply pipeline works - Amravati (Sep 2024),water_pipeline,Water supply pipeline works,works,open,2024-09-05,10,15178564.13,5069,metre,5069,metre,5,1,complete,A-0375,V-0144,12264157.2,2024-10-15,0,0,,0,,competitive
ocds-pgraph-T-0376,T-0376,1,B-010,Water supply pipeline works - Amravati (May 2026),water_pipeline,Water supply pipeline works,works,open,2026-05-01,14,18420758.2,5761,metre,5761,metre,3,1,complete,A-0376,V-S002,16593644.14,2026-06-20,0,0,,0,,competitive
ocds-pgraph-T-0377,T-0377,1,B-010,Borewell drilling - Amravati (Nov 2024),borewell_drilling,Borewell drilling,works,open,2024-11-04,10,1039768.46,559,metre,559,metre,3,1,complete,A-0377,V-0184,1009714.99,2024-12-06,0,0,,0,,competitive
ocds-pgraph-T-0378,T-0378,1,B-010,Borewell drilling - Amravati (Jul 2025),borewell_drilling,Borewell drilling,works,open,2025-07-21,7,2399669.78,1297,metre,1297,metre,6,1,complete,A-0378,V-0184,1972222.12,2025-09-11,0,0,,0,,competitive
ocds-pgraph-T-0379,T-0379,1,B-010,Water supply pipeline works - Amravati (Aug 2023),water_pipeline,Water supply pipeline works,works,open,2023-08-14,30,11486958.23,4701,metre,4701,metre,7,1,complete,A-0379,V-S002,10151929.47,2023-10-24,0,0,,0,,competitive
ocds-pgraph-T-0380,T-0380,1,B-010,Water supply pipeline works - Amravati (Apr 2026),water_pipeline,Water supply pipeline works,works,open,2026-04-05,7,8219192.13,2733,metre,2733,metre,3,1,complete,A-0380,V-0144,7246785.44,2026-05-10,0,0,,0,,competitive
ocds-pgraph-T-0381,T-0381,1,B-010,Water supply pipeline works - Amravati (Jun 2026),water_pipeline,Water supply pipeline works,works,open,2026-06-03,14,15519924.93,5041,metre,5041,metre,0,0,complete,A-0381,V-0235,12681382.95,2026-07-22,0,0,,0,,competitive
ocds-pgraph-T-0382,T-0382,1,B-010,Water supply pipeline works - Amravati (Nov 2025),water_pipeline,Water supply pipeline works,works,open,2025-11-03,14,4831743.08,1572,metre,1572,metre,1,1,complete,A-0382,V-0111,4890627.97,2025-12-26,0,0,,0,,single
ocds-pgraph-T-0383,T-0383,1,B-010,Water supply pipeline works - Amravati (Nov 2024),water_pipeline,Water supply pipeline works,works,open,2024-11-13,14,14432451.99,4940,metre,4940,metre,5,1,complete,A-0383,V-0111,12334751.22,2024-12-08,0,0,,0,,competitive
ocds-pgraph-T-0384,T-0384,1,B-010,Borewell drilling - Amravati (Mar 2023),borewell_drilling,Borewell drilling,works,open,2023-03-01,21,3042878.21,1749,metre,1749,metre,4,1,complete,A-0384,V-0184,2828699.71,2023-04-02,0,0,,0,,competitive
ocds-pgraph-T-0385,T-0385,1,B-010,Water supply pipeline works - Amravati (Feb 2026),water_pipeline,Water supply pipeline works,works,open,2026-02-02,14,7066079.22,2228,metre,2228,metre,4,1,complete,A-0385,V-S002,6216979.92,2026-03-16,0,0,,0,,competitive
ocds-pgraph-T-0386,T-0386,1,B-010,Borewell drilling - Amravati (Jun 2023),borewell_drilling,Borewell drilling,works,open,2023-06-09,14,359295.29,216,metre,216,metre,2,1,complete,A-0386,V-0006,331516.05,2023-07-27,0,0,,0,,competitive
ocds-pgraph-T-0387,T-0387,1,B-010,Borewell drilling - Amravati (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-16,14,2040605.92,1163,metre,1163,metre,4,1,complete,A-0387,V-0006,1860253.46,2022-11-20,0,0,,0,,competitive
ocds-pgraph-T-0388,T-0388,1,B-010,Borewell drilling - Amravati (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-16,21,2403302.66,1295,metre,1295,metre,4,1,complete,A-0388,V-0184,1914908.67,2022-11-22,0,0,,0,,competitive
ocds-pgraph-T-0389,T-0389,1,B-010,Borewell drilling - Amravati (Nov 2022),borewell_drilling,Borewell drilling,works,open,2022-11-20,30,818712.52,466,metre,466,metre,7,1,complete,A-0389,V-S005,719242.94,2023-01-04,0,0,,0,,competitive
ocds-pgraph-T-0390,T-0390,1,B-010,Water supply pipeline works - Amravati (Feb 2026),water_pipeline,Water supply pipeline works,works,open,2026-02-19,10,5417277.64,1788,metre,1788,metre,6,1,complete,A-0390,V-0112,4705716.54,2026-03-25,0,0,,0,,competitive
ocds-pgraph-T-0391,T-0391,1,B-032,Ambulance procurement - Ganjam (Oct 2022),ambulance_vehicle,Ambulance procurement,goods,open,2022-10-20,21,38148797.39,19,unit,19,unit,4,1,complete,A-0391,V-0180,30863881.64,2022-11-25,0,0,,0,,competitive
ocds-pgraph-T-0392,T-0392,1,B-032,Ambulance procurement - Ganjam (May 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-05-23,14,61384641.52,29,unit,29,unit,4,1,complete,A-0392,V-0205,51267629.48,2025-06-26,0,0,,0,,competitive
ocds-pgraph-T-0393,T-0393,1,B-032,Ambulance procurement - Ganjam (Dec 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-12-07,21,45733420.53,21,unit,21,unit,5,1,complete,A-0393,V-0180,40363867.49,2026-01-16,0,0,,0,,competitive
ocds-pgraph-T-0394,T-0394,1,B-032,Ambulance procurement - Ganjam (Nov 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-11-05,14,13214256.07,7,unit,7,unit,5,1,complete,A-0394,V-0094,11766119.38,2024-12-21,0,0,,0,,competitive
ocds-pgraph-T-0395,T-0395,1,B-032,Manned security services - Ganjam (Nov 2025),security_services,Manned security services,services,open,2025-11-11,21,8784714.98,349,man-month,349,man-month,3,1,complete,A-0395,V-0086,7438165.51,2025-12-19,0,0,,0,,competitive
ocds-pgraph-T-0396,T-0396,1,B-032,Manned security services - Ganjam (Oct 2024),security_services,Manned security services,services,open,2024-10-10,7,13287854.89,545,man-month,545,man-month,4,1,complete,A-0396,V-0048,11579388.7,2024-12-01,0,0,,0,,competitive
ocds-pgraph-T-0397,T-0397,1,B-032,Ambulance procurement - Ganjam (Nov 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-11-25,14,63334395.11,30,unit,30,unit,3,1,complete,A-0397,V-0037,55437156.76,2026-01-17,0,0,,0,,competitive
ocds-pgraph-T-0398,T-0398,1,B-032,Building construction works - Ganjam (Jun 2025),building_construction,Building construction works,works,open,2025-06-29,21,4051810.61,1914,sq.m,1914,sq.m,3,1,complete,A-0398,V-0072,3252244.47,2025-08-03,0,0,,0,,competitive
ocds-pgraph-T-0399,T-0399,1,B-032,Ambulance procurement - Ganjam (Feb 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-02-16,7,40396101.39,20,unit,20,unit,5,1,complete,A-0399,V-0072,31991239.47,2024-03-15,0,0,,0,,competitive
ocds-pgraph-T-0400,T-0400,1,B-032,Ambulance procurement - Ganjam (Jul 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-07-25,30,54618518.57,27,unit,27,unit,1,1,complete,A-0400,V-0037,54556391.77,2023-09-17,0,0,,0,,single
ocds-pgraph-T-0401,T-0401,1,B-032,Building construction works - Ganjam (May 2023),building_construction,Building construction works,works,open,2023-05-19,30,725870.19,406,sq.m,406,sq.m,3,1,complete,A-0401,V-SPV01,571689.31,2023-07-29,0,0,,0,,competitive
ocds-pgraph-T-0402,T-0402,1,B-032,Building construction works - Ganjam (Nov 2022),building_construction,Building construction works,works,open,2022-11-09,14,1336993.22,766,sq.m,766,sq.m,3,1,complete,A-0402,V-0085,1139853.69,2022-12-15,0,0,,0,,competitive
ocds-pgraph-T-0403,T-0403,1,B-032,Building construction works - Ganjam (Jul 2023),building_construction,Building construction works,works,open,2023-07-05,14,1633551.15,910,sq.m,910,sq.m,4,1,complete,A-0403,V-0146,1473730.78,2023-08-27,0,0,,0,,competitive
ocds-pgraph-T-0404,T-0404,1,B-032,Ambulance procurement - Ganjam (Jan 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-01-30,21,38748063.04,19,unit,19,unit,5,1,complete,A-0404,V-0157,35309413.17,2025-03-16,0,0,,0,,competitive
ocds-pgraph-T-0405,T-0405,1,B-032,Building construction works - Ganjam (Apr 2023),building_construction,Building construction works,works,open,2023-04-05,7,5678102.8,3036,sq.m,3036,sq.m,3,1,complete,A-0405,V-0217,4767554.5,2023-05-03,0,0,,0,,competitive
ocds-pgraph-T-0406,T-0406,1,B-032,Manned security services - Ganjam (Sep 2024),security_services,Manned security services,services,open,2024-09-05,14,9295706.07,406,man-month,406,man-month,6,1,complete,A-0406,V-0048,7869040.99,2024-10-28,0,0,,0,,competitive
ocds-pgraph-T-0407,T-0407,1,B-032,Manned security services - Ganjam (Jan 2025),security_services,Manned security services,services,open,2025-01-05,30,7970449.58,328,man-month,328,man-month,6,1,complete,A-0407,V-0163,6436727.88,2025-03-21,0,0,,0,,competitive
ocds-pgraph-T-0408,T-0408,1,B-032,Ambulance procurement - Ganjam (Dec 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-12-31,21,50887107.03,26,unit,26,unit,4,1,complete,A-0408,V-0072,42845963.93,2024-02-28,0,0,,0,,competitive
ocds-pgraph-T-0409,T-0409,1,B-032,Manned security services - Ganjam (Dec 2025),security_services,Manned security services,services,open,2025-12-29,21,13300455.84,518,man-month,518,man-month,5,1,complete,A-0409,V-0048,12952440.4,2026-03-01,0,0,,0,,competitive
